text,sentiment,text_length,clean_text
@suelarsen Thanks for following  xx,positive,35,thanks for following xx
omg we're going to swim tomorrow for p.e. YOO cool. haha. don't know if i'm going though ,negative,89,omg were going to swim tomorrow for pe yoo cool haha dont know if im going though
@loveisonitsway Hilarious!!! :L I'll watch the new one tmrw!! ,positive,62,hilarious l ill watch the new one tmrw
Wants to go to LA ROUX ,negative,23,wants to go to la roux
is the luckiest girl in the world! ,positive,35,is the luckiest girl in the world
@CorinnaHoffman Happy Anniversary!! ,positive,36,happy anniversary
@justindemers that sucks. you can't win ,negative,40,that sucks you cant win
"urfglhg.... ran out of nytol last night, had a shit night's sleep&amp;feel like death warmed up ",negative,96,urfglhg ran out of nytol last night had a shit nights sleepampfeel like death warmed up
@arien617 That is such a brilliant quote  #ShakespeareSaturday,positive,62,that is such a brilliant quote shakespearesaturday
@katiebradshaw I would love to run one with you in July! Keep me posted! Plus we need to have Plaza one of these nights! ,positive,121,i would love to run one with you in july keep me posted plus we need to have plaza one of these nights
"@PerezHilton yo, write me a message! reply to this! i want to say heyy ",positive,71,yo write me a message reply to this i want to say heyy
"@Ruth_Z I was trying to explain the benefit of your site to someone, but I guess it's down. ",negative,92,i was trying to explain the benefit of your site to someone but i guess its down
@mileycyrus aww your such a swt heart miley! ,positive,45,aww your such a swt heart miley
browsing..n I miss my sister  8 years since she left us.,negative,56,browsingn i miss my sister years since she left us
"ps- important folk in California, STOP BEING A JERK PLEASE. ",negative,60,ps important folk in california stop being a jerk please
No ipods allowed during the race tomorrow! ,negative,43,no ipods allowed during the race tomorrow
eagerly awaiting  OS 3.0 tmrw....  ,positive,35,eagerly awaiting os tmrw
i am now quicktweeting from my android phone using quicktweet widget on ahome ,positive,78,i am now quicktweeting from my android phone using quicktweet widget on ahome
"India ready for T20 WC, with a loss ",negative,36,india ready for t wc with a loss
@jenn_if_er Think how much cooler you'll feel without it!  ,positive,59,think how much cooler youll feel without it
"@NickPitera Heyy Nick, Lovin your vids! I was hoping (if you had the chance) you might record When She Loved Me from Toy Story 2. please? ",positive,138,heyy nick lovin your vids i was hoping if you had the chance you might record when she loved me from toy story please
Btw emily. The katy perry video works ,positive,38,btw emily the katy perry video works
@MissSmiley27 was it good? I want to go ,positive,40,was it good i want to go
@PinkLightning_  We should go to her house and shoot here  She lives on my street ,negative,82,we should go to her house and shoot here she lives on my street
is not feeling very well ,negative,25,is not feeling very well
Work is dragginh in . But had some lovely ostrich sausage for lunch which the Bossman brought in ,positive,97,work is dragginh in but had some lovely ostrich sausage for lunch which the bossman brought in
hopes she can find No Doubt tickets.  http://plurk.com/p/y5ri4,negative,62,hopes she can find no doubt tickets
"Just signed up for O2 Presale tickets for Miley Cyrus at The O2 on December 13th, hope I manage to get some, haha. ",positive,115,just signed up for o presale tickets for miley cyrus at the o on december th hope i manage to get some haha
The Stars will fall like snow... the sky will fall into the dark and love will die. unless you smile ,positive,101,the stars will fall like snow the sky will fall into the dark and love will die unless you smile
"Has started the dreaded revision, despite still having three assignments to get done as well  Less than a month and ill be done!!!!",negative,131,has started the dreaded revision despite still having three assignments to get done as well less than a month and ill be done
time 2 sleep  2morrow im taking cake 2 skool  Hope it goes ok but just in case I'm taking a bodyguard ,positive,102,time sleep morrow im taking cake skool hope it goes ok but just in case im taking a bodyguard
@TheNewBradie is that teh part where hes liek feeling the girl. i feel sooo soooory for her ,negative,92,is that teh part where hes liek feeling the girl i feel sooo soooory for her
@Naisenya  I'd love it if coming to town was optional.,positive,54,id love it if coming to town was optional
im warm now...ive got my poncho and SC beanie back on ,positive,54,im warm nowive got my poncho and sc beanie back on
Uninstalling @twikini as it's no longer free and stopped working on my phone a few versions ago ,negative,96,uninstalling as its no longer free and stopped working on my phone a few versions ago
"this storm is keeping me up, i'm scared! ",negative,41,this storm is keeping me up im scared
"@ericaeeks  done !  I'll be it is hot in FL right about now - we have rain, rain, rain. ",negative,88,done ill be it is hot in fl right about now we have rain rain rain
@Wossy you're in the papers for doing something good today! Bet that makes a change for you over the past few weeks! Good stuff ,positive,128,youre in the papers for doing something good today bet that makes a change for you over the past few weeks good stuff
"This morning, it looked like today was going to be a pretty productive day.  Then Steven turned on the PS3. ",negative,108,this morning it looked like today was going to be a pretty productive day then steven turned on the ps
Talking with @smaileybug101 and @xoxotwinsiepoo. @xoxotwinsiepoo Ã¬s spending the night. ,positive,89,talking with and s spending the night
the other thing we chased in childhood was the queen in Mario...I was always pushed to be Luigi  ...now there is New Super Mario Bros,negative,133,the other thing we chased in childhood was the queen in marioi was always pushed to be luigi now there is new super mario bros
@mklaebel Morning to you too! ,positive,30,morning to you too
were in the fuckinggg libraryyy!  cool as fuck mate(Y),positive,54,were in the fuckinggg libraryyy cool as fuck matey
My neighbor is playing Frank Sinatra so loud and I'm loving it on this beautiful California day. Its coming thru my windows! How nice ,positive,134,my neighbor is playing frank sinatra so loud and im loving it on this beautiful california day its coming thru my windows how nice
MORNING TWEEPS!  STILL TIRED AS FUCK... BUT I GOT A BUSY DAY AHEAD OF ME...,positive,75,morning tweeps still tired as fuck but i got a busy day ahead of me
"Rain + Sore leg = no MTB racing Sunday.    Bummer, i love Flat Rock Ranch.",negative,74,rain sore leg no mtb racing sunday bummer i love flat rock ranch
@annekinla I remember my mom saying it gets harder and harder to lose weight once you hit 18. I didn't belive her. ,negative,115,i remember my mom saying it gets harder and harder to lose weight once you hit i didnt belive her
"@tweryll no sweeite, its soup, my friends brought it over coz I'm sick ",negative,71,no sweeite its soup my friends brought it over coz im sick
Had the best weekend everrr  so happy it's summer,positive,49,had the best weekend everrr so happy its summer
Looks like the Diesel Store behind our bldg on Melrose is prepping 4 a BIG party tonite. Just great... Not much chance of sleep then. ,negative,134,looks like the diesel store behind our bldg on melrose is prepping a big party tonite just great not much chance of sleep then
I didn't know you can renew car registration via online at DMV!!! Yes! No waiting in linesss... I don't know how I didn't know that ,positive,132,i didnt know you can renew car registration via online at dmv yes no waiting in linesss i dont know how i didnt know that
i wish i could meet the Jonas Brothers. ,negative,40,i wish i could meet the jonas brothers
"blonde hair is AWFUL! i have straw, NOT hair.... STRAW!! ",negative,57,blonde hair is awful i have straw not hair straw
not feeling so hot today ,negative,25,not feeling so hot today
gonna support the Toffees tonight! ,positive,35,gonna support the toffees tonight
"@ neosolrkstr Domo, Trey, Nisey, and some random girl from the Chi...still feeling woozy ",negative,89,neosolrkstr domo trey nisey and some random girl from the chistill feeling woozy
to triste ,negative,10,to triste
@evr it helps if you use @jowyang ,positive,34,it helps if you use
just got home ,positive,14,just got home
@Orchidflower Oh bum. I forgot I wasn't charged  the garage is safe for this evening &amp; my metal umbrella can stay indoors.,negative,126,oh bum i forgot i wasnt charged the garage is safe for this evening amp my metal umbrella can stay indoors
