text,sentiment,text_length,clean_text
...shopping at 8:41 p.m. I hate shopping... I hate looking at materialistic girls... If only I did not have a important dinner to go to. ,negative,137,shopping at pm i hate shopping i hate looking at materialistic girls if only i did not have a important dinner to go to
nearly finished modern assignment ,positive,34,nearly finished modern assignment
have a huge headache today...didnt drink much yesterday at all though...rawr! prob didnt sleep enough. hihi ,positive,108,have a huge headache todaydidnt drink much yesterday at all thoughrawr prob didnt sleep enough hihi
Chillin' in Sayers Common with Red &amp; Jes ,positive,45,chillin in sayers common with red amp jes
"Headed back to old apartment. Gotta do the final clean up. But first, lunch at ??. ",positive,83,headed back to old apartment gotta do the final clean up but first lunch at
now off to sleep watching iron man. cant find my transformers ,negative,62,now off to sleep watching iron man cant find my transformers
"@TheMomCrowd you are very welcome, thank you for reminding me about it  And a good morning to you too!!!",positive,104,you are very welcome thank you for reminding me about it and a good morning to you too
"@nicco876 you learn well nick, just agree ",positive,42,you learn well nick just agree
"@marns_ ugh  mine's eased off nicely, hope yours does too. What does one wear to a Tubes concert, btw?! Hope don't have to dress like Fee!",negative,138,ugh mines eased off nicely hope yours does too what does one wear to a tubes concert btw hope dont have to dress like fee
waiting for my cousin A  to come over and trying to figure out what 2 wear @ the show 2nite ..http://bit.ly/2KsrmF,positive,114,waiting for my cousin a to come over and trying to figure out what wear the show nite
@cats2cats Thanks ,positive,18,thanks
@AbbeyWHAT heeey abbey ,positive,23,heeey abbey
longgggggggggg day today  mite not be awake to update later lol,negative,63,longgggggggggg day today mite not be awake to update later lol
@chowkyadgar : I highly recommends you join www.m2e.asia You can earn money from free shareholder by dividends. Even you do NOTHING! ,positive,133,i highly recommends you join you can earn money from free shareholder by dividends even you do nothing
"@heyitsbrooke brooke, thats horrible! im so sorry  yeah just think 7 more days and you're out of the there!",negative,107,brooke thats horrible im so sorry yeah just think more days and youre out of the there
@N3W_Media Yup. Common side-effect of caffeine-detox. ,positive,54,yup common sideeffect of caffeinedetox
i already miss him ,negative,19,i already miss him
"@mtantow from @3scale interviewed @googleio: http://cli.gs/dNP4aE (Martin, you look a bit tired.. too much party the day before?  )",positive,131,from interviewed martin you look a bit tired too much party the day before
@bradcollinswtw we got photos after you left. SUCKERRRRRRR! ahha jokes ily ,positive,75,we got photos after you left suckerrrrrrr ahha jokes ily
@TimmyGrunt you should know ,positive,28,you should know
Good morning to me  Cant wait to go home .... but before that...work work work..then work out! Also..ate a banana on the way ,positive,125,good morning to me cant wait to go home but before thatwork work workthen work out alsoate a banana on the way
This download speed is poppycock ,negative,33,this download speed is poppycock
"@tweeterdiva If time permitted, even with 36,000 followers, I would @Reply everyone back who takes their time to @reply me. ",positive,124,if time permitted even with followers i would everyone back who takes their time to me
@Vonnieee ... Penny gets alot of abuse here  its way beyond unintended though. Once she got locked outside in the rain for like 30 mins ,negative,136,penny gets alot of abuse here its way beyond unintended though once she got locked outside in the rain for like mins
"@nina_nina_nina so whats new? ive been chatting w/ JJ on facebook, but no word from u  lol",negative,90,so whats new ive been chatting w jj on facebook but no word from u lol
O.m.g My back is killing me ,negative,28,omg my back is killing me
"says i want to increased my karma , but it's not increasing ..  http://plurk.com/p/ub3va",negative,88,says i want to increased my karma but its not increasing
re-watching BOF after a tiring day. hihihihihihihi. ,positive,52,rewatching bof after a tiring day hihihihihihihi
@DuchessAmy  *hug*,negative,18,hug
My eyes are soo heavy.... ,negative,26,my eyes are soo heavy
@jamesbruni that was pretty awesome! thanks for sharing ,positive,56,that was pretty awesome thanks for sharing
"@kk  @jercrowle another creative option: stay on my boat for a month, 1 hour of maintenance per day  (its like a floating tent)",positive,127,another creative option stay on my boat for a month hour of maintenance per day its like a floating tent
"Oh damn. @wufoo doesn't do conditional fields. I really, really needed conditional fields. ",negative,91,oh damn doesnt do conditional fields i really really needed conditional fields
@badbanana They're kooky.  That was a great tweet... ,positive,53,theyre kooky that was a great tweet
"It's Sunday morning around 7, and I feel like dancing? Weirdness ",positive,65,its sunday morning around and i feel like dancing weirdness
@mytrends Thanks so much for the #FollowFriday love! ,positive,53,thanks so much for the followfriday love
Well not done much today. Got work early tomorrow. I started saving for a trip to Disneyland Orlando with the g/f. Only got Â£3k to go lol ,negative,139,well not done much today got work early tomorrow i started saving for a trip to disneyland orlando with the gf only got k to go lol
"Oh oh, Conan time...then sleep time ",positive,36,oh oh conan timethen sleep time
wanting to just hang out with my girl... But she is ignoring me... ,negative,67,wanting to just hang out with my girl but she is ignoring me
babysitting my beautiful baby cousin ,positive,37,babysitting my beautiful baby cousin
Nevada! Apparently gambling is legal here... Judging by the three casinos on the border!  bonneville salt flats in the rear view finally!,positive,137,nevada apparently gambling is legal here judging by the three casinos on the border bonneville salt flats in the rear view finally
@Lopsi You're sorted then ,positive,26,youre sorted then
"@nwjerseyliz Hey, lady! Thanks for your concern. Got a bit of sleep and am now on the road again.  ",positive,99,hey lady thanks for your concern got a bit of sleep and am now on the road again
@blackout09 Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,positive,117,get followers a day using once you add everyone you are on the train or pay vip
Going to my cousins babyshower. Not sure what imma do after ,negative,60,going to my cousins babyshower not sure what imma do after
@IndiaOnRails my pleasure!! ,positive,28,my pleasure
"One more day of work, then off to the beach! ",positive,45,one more day of work then off to the beach
@AshleyLyn1983 i texted it after the movie.. ,positive,45,i texted it after the movie
@derekfisher Good luck and God Bless! ,positive,38,good luck and god bless
@nathos funny and rather improv everywhere inspired! ,positive,53,funny and rather improv everywhere inspired
@Cbird00 how u aint me son! Smh..I'm tight ,negative,43,how u aint me son smhim tight
"@jeremyteocx lolz should be ok lahz. the ads can help them earn quite abit, but the header fonts, wah..pixels!! scary ",positive,118,lolz should be ok lahz the ads can help them earn quite abit but the header fonts wahpixels scary
"My body isn't happy with me. Neck has a kink, tummy is angry, knee is creaky. I know I ate pasta yesterday (oops), but come on! ",negative,128,my body isnt happy with me neck has a kink tummy is angry knee is creaky i know i ate pasta yesterday oops but come on
Just got home from Ashleighs. Editing took soooo long but it turned out AMAZING!!  I'll be modest and say we better win =P,positive,122,just got home from ashleighs editing took soooo long but it turned out amazing ill be modest and say we better win p
@nik_kee_dee Has you any plans for this weekend..polished that vino yet!!! hope you well ,positive,89,has you any plans for this weekendpolished that vino yet hope you well
"@oliviamunn because u were supposed to be playing 1vs100 on Xbox live! 97,000 players at one time ",positive,98,because u were supposed to be playing vs on xbox live players at one time
freakin out ,negative,12,freakin out
